,nome,genero,dtAtualizacao,nEpisodiosTotal,nEpisodios,status,img,link
708,Nanatsu no Bitoku,"Ecchi, Fantasia",03/01/2018,4,0,Lançando,https://punchsubs.net/imagens/projetos/animes/2462_thumb2.jpg,https://punchsubs.net/principal#listar/2462/episodios/stream/1
709,Nanatsu no Taizai,Gênero:,04/10/2014,24,24,Completo,https://punchsubs.net/imagens/projetos/animes/531_thumb2.jpg,https://punchsubs.net/principal#listar/531/episodios/stream/1
710,Nanatsu no Taizai OVA,"Ação, Comédia, Fantasia, Medieval",18/10/2015,2,2,Lançando,https://punchsubs.net/imagens/projetos/animes/731_thumb2.jpg,https://punchsubs.net/principal#listar/731/ovas/stream/1
711,Nanatsu no Taizai: Imashime no Fukkatsu,"Ação, Fantasia, Shounen, Sobrenatural",03/01/2018,19,24,Lançando,https://punchsubs.net/imagens/projetos/animes/2461_thumb2.jpg,https://punchsubs.net/principal#listar/2461/episodios/stream/1
712,Nanatsu no Taizai: Seisen no Shirushi,"Ação, Aventura, Shounen, Ecchi, Fantasia, Sobrenatural",28/08/2016,4,4,Completo,https://punchsubs.net/imagens/projetos/animes/871_thumb2.jpg,https://punchsubs.net/principal#listar/871/episodios/stream/1
713,Nanbaka,"Ação, Comédia, Drama",04/10/2016,25,25,Completo,https://punchsubs.net/imagens/projetos/animes/1951_thumb2.jpg,https://punchsubs.net/principal#listar/1951/episodios/stream/1
714,Naruto,"Ação, Comédia, Super Poderes, Artes Marciais, Shounen",12/01/2018,208,220,Completo,https://punchsubs.net/imagens/projetos/animes/2512_thumb2.jpg,https://punchsubs.net/principal#listar/2512/episodios/stream/1
715,Naruto Shippuuden,"Ação, Artes Marciais, Comédia, Shounen, Super Poderes",25/09/2014,475,500,Completo,https://punchsubs.net/imagens/projetos/animes/517_thumb2.jpg,https://punchsubs.net/principal#listar/517/episodios/stream/1
716,Natsume Yuujinchou Go,"Drama, Fantasia, Shoujo, Vida Cotidiana, Sobrenatural",04/10/2016,11,11,Nota: Quinta temporada,https://punchsubs.net/imagens/projetos/animes/1950_thumb2.jpg,https://punchsubs.net/principal#listar/1950/episodios/stream/1
717,Natsume Yuujinchou Roku,"Slice of Life, Sobrenatural, Drama, Fantasia, Shoujo",11/04/2017,11,12,Completo,https://punchsubs.net/imagens/projetos/animes/2106_thumb2.jpg,https://punchsubs.net/principal#listar/2106/episodios/stream/1
718,Natsume Yuujinchou San,"Drama, Fantasia, Shoujo, Vida Cotidiana, Sobrenatural",28/09/2011,13,13,Nota: Terceira temporada,https://punchsubs.net/imagens/projetos/animes/136_thumb2.jpg,https://punchsubs.net/principal#listar/136/episodios/stream/1
719,Natsume Yuujinchou Shi,"Drama, Fantasia, Shoujo, Vida Cotidiana, Sobrenatural",27/03/2012,13,13,Nota: Quarta temporada,https://punchsubs.net/imagens/projetos/animes/168_thumb2.jpg,https://punchsubs.net/principal#listar/168/episodios/stream/1
720,Natsuyuki Rendezvous,Gênero:,14/09/2012,11,11,Completo,https://punchsubs.net/imagens/projetos/animes/223_thumb2.jpg,https://punchsubs.net/principal#listar/223/episodios/stream/1
721,Nazo no Kanojo X,"Colegial, Comédia, Romance, Arte, Seinen",01/07/2012,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/204_thumb2.jpg,https://punchsubs.net/principal#listar/204/episodios/stream/1
722,Nazotokine,Jogos,05/10/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/1959_thumb2.jpg,https://punchsubs.net/principal#listar/1959/episodios/stream/1
723,Nejimaki Seirei Senki: Tenkyou no Alderamin,"Ação, Aventura, Fantasia",08/07/2016,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/854_thumb2.jpg,https://punchsubs.net/principal#listar/854/episodios/stream/1
724,Nekomonogatari,"Fantasia, Ecchi, Novela, Romance, Seinen, Vampiro",28/06/2013,4,4,Completo,https://punchsubs.net/imagens/projetos/animes/320_thumb2.jpg,https://punchsubs.net/principal#listar/320/episodios/stream/1
725,Nekopara,"Comédia, Romance",22/12/2017,1,1,Completo,https://punchsubs.net/imagens/projetos/animes/2458_thumb2.jpg,https://punchsubs.net/principal#listar/2458/ovas/stream/1
726,Neon Genesis Evangelion,"Ação, alienígenas, fantasmas, modificação genética, mechas, colegial",05/10/2015,14,26,Nota: BD-Rip,https://punchsubs.net/imagens/projetos/animes/707_thumb2.jpg,https://punchsubs.net/principal#listar/707/episodios/stream/1
727,Net-Juu no Susume,"Jogos, Comédia",06/10/2017,11,11,Completo,https://punchsubs.net/imagens/projetos/animes/2308_thumb2.jpg,https://punchsubs.net/principal#listar/2308/episodios/stream/1
728,Netoge no Yome wa Onnanoko ja Nai to Omotta?,"Comédia, Ecchi, Romance",07/04/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/803_thumb2.jpg,https://punchsubs.net/principal#listar/803/episodios/stream/1
729,Netsuzou Trap,"Drama, Shoujo Ai",05/07/2017,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/2218_thumb2.jpg,https://punchsubs.net/principal#listar/2218/episodios/stream/1
730,New Game 2,"Slice of Life, Comédia, Jogos.",04/07/2017,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/2214_thumb2.jpg,https://punchsubs.net/principal#listar/2214/episodios/stream/1
731,New Game!,"Comédia, Vida Cotidiana",05/07/2016,13,12,Completo,https://punchsubs.net/imagens/projetos/animes/845_thumb2.jpg,https://punchsubs.net/principal#listar/845/episodios/stream/1
732,New Prince of Tennis,"Shounen, Esporte, Tênis",29/03/2012,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/169_thumb2.jpg,https://punchsubs.net/principal#listar/169/episodios/stream/1
733,Nichijou,Gênero:,25/09/2011,26,26,Completo,https://punchsubs.net/imagens/projetos/animes/106_thumb2.jpg,https://punchsubs.net/principal#listar/106/episodios/stream/1
734,Niji-iro Days,"Comédia, Shoujo, Vida Cotidiana",10/01/2016,24,24,Completo,https://punchsubs.net/imagens/projetos/animes/764_thumb2.jpg,https://punchsubs.net/principal#listar/764/episodios/stream/1
735,Nil Admirari no Tenbin: Teito Genwaku Kitan,"Histórico, Fantasia, Romance",08/04/2018,8,12,Lançando,https://punchsubs.net/imagens/projetos/animes/2559_thumb2.jpg,https://punchsubs.net/principal#listar/2559/episodios/stream/1
736,Ninja Slayer,"Ninja, Cyberpunk, Novela, Ação",23/04/2015,25,26,Completo,https://punchsubs.net/imagens/projetos/animes/639_thumb2.jpg,https://punchsubs.net/principal#listar/639/episodios/stream/1
737,Nisekoi,"Comédia, Romance, Shounen",09/01/2014,20,20,Completo,https://punchsubs.net/imagens/projetos/animes/420_thumb2.jpg,https://punchsubs.net/principal#listar/420/episodios/stream/1
738,Nisekoi 2,"Comédia, Romance, Shounen, Harém",03/04/2015,12,12,Nota: Segunda temporada,https://punchsubs.net/imagens/projetos/animes/607_thumb2.jpg,https://punchsubs.net/principal#listar/607/episodios/stream/1
739,Nisemonogatari,"Fantasia, Novela, Seinen",17/03/2012,11,11,Completo,https://punchsubs.net/imagens/projetos/animes/175_thumb2.jpg,https://punchsubs.net/principal#listar/175/episodios/stream/1
740,No Game No Life,"Aventura, Comédia, Ecchi, Fantasia, Sobrenatural",05/04/2014,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/452_thumb2.jpg,https://punchsubs.net/principal#listar/452/episodios/stream/1
741,No Game No Life: Zero,"Ecchi, Fantasia, Jogo, Comédia, Sobrenatural",24/02/2018,1,1,Completo,https://punchsubs.net/imagens/projetos/animes/2517_thumb2.jpg,https://punchsubs.net/principal#listar/2517/filmes/stream/1
742,No. 6,"Josei, Novela, Sci-Fi",16/09/2011,11,11,Completo,https://punchsubs.net/imagens/projetos/animes/140_thumb2.jpg,https://punchsubs.net/principal#listar/140/episodios/stream/1
743,Noblesse - The Beginning Of Destruction,"Manhwa, vampiros, ação",03/01/2017,1,1,Completo,https://punchsubs.net/imagens/projetos/animes/2043_thumb2.jpg,https://punchsubs.net/principal#listar/2043/ovas/stream/1
744,Nobunaga no Shinobi,"Comédia, História",04/10/2016,27,26,Completo,https://punchsubs.net/imagens/projetos/animes/1947_thumb2.jpg,https://punchsubs.net/principal#listar/1947/episodios/stream/1
745,Nobunaga no Shinobi 2,"Comédia, História",08/04/2017,26,26,Completo,https://punchsubs.net/imagens/projetos/animes/2095_thumb2.jpg,https://punchsubs.net/principal#listar/2095/episodios/stream/1
746,Nobunaga the Fool,"Ação, Mecha, Ficção Científica",05/01/2014,24,24,Completo,https://punchsubs.net/imagens/projetos/animes/410_thumb2.jpg,https://punchsubs.net/principal#listar/410/episodios/stream/1
747,Nobunagun,"Ação, Shounen, Sobrenatural",05/01/2014,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/408_thumb2.jpg,https://punchsubs.net/principal#listar/408/episodios/stream/1
748,Non Non Biyori Repeat,"Comédia, Escolar, Vida Cotidiana",06/07/2015,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/661_thumb2.jpg,https://punchsubs.net/principal#listar/661/episodios/stream/1
749,Nora to Oujo to Noraneko Heart,"Comédia, Ecchi",12/07/2017,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/2244_thumb2.jpg,https://punchsubs.net/principal#listar/2244/episodios/stream/1
750,Noragami,"Ação, Aventura, Shounen, Sobrenatural",05/01/2014,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/405_thumb2.jpg,https://punchsubs.net/principal#listar/405/episodios/stream/1
751,Noragami Aragoto,"Ação, Aventura, Shounen, Sobrenatural",02/10/2015,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/687_thumb2.jpg,https://punchsubs.net/principal#listar/687/episodios/stream/1
752,Norn9: Norn+Nonet,"Aventura, Romance, Fantasia, Shoujo",07/01/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/744_thumb2.jpg,https://punchsubs.net/principal#listar/744/episodios/stream/1
753,Nourin (Blu-Ray),"Comédia, Romance, Escola",09/01/2014,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/418_thumb2.jpg,https://punchsubs.net/principal#listar/418/episodios/stream/1
754,Nozoki Ana,"Peitos, Colegial, Ecchi, Manga, Seinen, Sexo",17/03/2013,1,1,Completo,https://punchsubs.net/imagens/projetos/animes/284_thumb2.jpg,https://punchsubs.net/principal#listar/284/ovas/stream/1
755,Nurarihyon no Mago,"Aventura, Demônios, Manga, Shounen, Luta de espadas",02/01/2011,26,26,Completo,https://punchsubs.net/imagens/projetos/animes/61_thumb2.jpg,https://punchsubs.net/principal#listar/61/episodios/stream/1
756,Nurarihyon no Mago: Sennen Makyou,Gênero:,20/12/2011,25,25,Completo,https://punchsubs.net/imagens/projetos/animes/133_thumb2.jpg,https://punchsubs.net/principal#listar/133/episodios/stream/1
757,Nurse Witch Komugi-chan R,"Comédia, Magia, Paródia",09/01/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/759_thumb2.jpg,https://punchsubs.net/principal#listar/759/episodios/stream/1
758,Nyanko Days,"Comédia, Vida Cotidiana",22/12/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/2024_thumb2.jpg,https://punchsubs.net/principal#listar/2024/episodios/stream/1
759,Occultic;Nine,"Mistério, Ficção Científica",08/10/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/1973_thumb2.jpg,https://punchsubs.net/principal#listar/1973/episodios/stream/1
760,Oda Nobuna no Yabou,"Histórico, Samurai, Comédia",23/09/2012,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/231_thumb2.jpg,https://punchsubs.net/principal#listar/231/episodios/stream/1
761,Ojisan to Marshmallow,"Comédia, Vida Cotidiana",07/01/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/745_thumb2.jpg,https://punchsubs.net/principal#listar/745/episodios/stream/1
762,Okusama ga Seitokaichou!,"Comédia, Ecchi, Romance",02/07/2015,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/646_thumb2.jpg,https://punchsubs.net/principal#listar/646/episodios/stream/1
763,Okusama ga Seitokaichou! OVA,"Comédia, Ecchi, Harém, Shounen",01/01/2017,1,1,Completo,https://punchsubs.net/imagens/projetos/animes/2041_thumb2.jpg,https://punchsubs.net/principal#listar/2041/ovas/stream/1
764,Okusama ga Seitokaichou! Plus!,"Comédia, Ecchi, Romance",02/10/2016,12,12,Nota: Segunda temporada,https://punchsubs.net/imagens/projetos/animes/895_thumb2.jpg,https://punchsubs.net/principal#listar/895/episodios/stream/1
765,Omae wa Mada Gunma wo Shiranai,"Comédia, Escolar",07/04/2018,7,12,Lançando,https://punchsubs.net/imagens/projetos/animes/2553_thumb2.jpg,https://punchsubs.net/principal#listar/2553/episodios/stream/1
766,Omamori Himari,"Ecchi, Comédia, Romance",27/11/2017,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/2375_thumb2.jpg,https://punchsubs.net/principal#listar/2375/episodios/stream/1
767,One Piece,"Ação, Aventura, Comédia, Fantasia, Shounen, Super Poderes",09/06/2013,941,817,Lançando,https://punchsubs.net/imagens/projetos/animes/8_thumb2.jpg,https://punchsubs.net/principal#listar/8/episodios/stream/1
768,One Piece - Episódio de Luffy - Aventura na Ilha Mão,Gênero:,07/01/2013,1,1,Nota: Especial de Luffy,https://punchsubs.net/imagens/projetos/animes/266_thumb2.jpg,https://punchsubs.net/principal#listar/266/ovas/stream/1
769,One Piece - Episódio de Merry - A História de Mais Um Amigo,"Épico, Lágrimas Masculinas, Muito épico, One Piece",27/08/2013,1,1,Lançando,https://punchsubs.net/imagens/projetos/animes/355_thumb2.jpg,https://punchsubs.net/principal#listar/355/ovas/stream/1
770,One Piece - Filme Z,Gênero:,11/04/2013,1,1,Lançando,https://punchsubs.net/imagens/projetos/animes/307_thumb2.jpg,https://punchsubs.net/principal#listar/307/filmes/stream/1
771,One Piece - Lágrimas da Navegadora e Laços dos Companheiros,Gênero:,30/08/2012,1,1,Nota: Especial da Nami,https://punchsubs.net/imagens/projetos/animes/233_thumb2.jpg,https://punchsubs.net/principal#listar/233/ovas/stream/1
772,One Piece - O Grande Pirata do Ouro,Gênero:,17/03/2013,1,1,Nota: Filme 01,https://punchsubs.net/imagens/projetos/animes/285_thumb2.jpg,https://punchsubs.net/principal#listar/285/filmes/stream/1
773,One Piece 3D2Y,"Ação, Aventura, Comédia, Fantasia, Shounen, Super Poderes",31/08/2014,1,1,Completo,https://punchsubs.net/imagens/projetos/animes/516_thumb2.jpg,https://punchsubs.net/principal#listar/516/filmes/stream/1
774,One Piece Episode of East Blue,"Shounen, Piratas, One Piece",27/08/2017,1,1,Lançando,https://punchsubs.net/imagens/projetos/animes/2269_thumb2.jpg,https://punchsubs.net/principal#listar/2269/filmes/stream/1
775,One Piece Film: Gold,"Ação, Aventura, Comédia, Drama, Fantasia, Shounen",09/01/2017,1,1,Lançando,https://punchsubs.net/imagens/projetos/animes/2050_thumb2.jpg,https://punchsubs.net/principal#listar/2050/filmes/stream/1
776,One Piece Heart of Gold,"Ação, Aventura, Shounen, Comédia, Drama, Fantasia",21/07/2016,1,1,Lançando,https://punchsubs.net/imagens/projetos/animes/867_thumb2.jpg,https://punchsubs.net/principal#listar/867/filmes/stream/1
777,One Piece: Adventure of Nebulandia,"Poderes Especiais, Piratas, Aventura, Shounen",20/12/2015,1,1,Lançando,https://punchsubs.net/imagens/projetos/animes/736_thumb2.jpg,https://punchsubs.net/principal#listar/736/filmes/stream/1
778,One Piece: Episódio de Sabo - Os Laços dos Três Irmãos - A Miraculosa Reunião e a Vontade Herdada,"Shounen, Ação, Poderes Especiais",23/08/2015,1,1,Lançando,https://punchsubs.net/imagens/projetos/animes/679_thumb2.jpg,https://punchsubs.net/principal#listar/679/filmes/stream/1
779,One Punch Man,"Ação, Comédia, Paródia, Ficção Científica, Superpoderes, Sobrenatural, Seinen",07/09/2015,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/684_thumb2.jpg,https://punchsubs.net/principal#listar/684/episodios/stream/1
780,One Room,Vida Cotidiana,22/12/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/2025_thumb2.jpg,https://punchsubs.net/principal#listar/2025/episodios/stream/1
781,One Room Special,Slice of Life,24/08/2017,1,1,Completo,https://punchsubs.net/imagens/projetos/animes/2266_thumb2.jpg,https://punchsubs.net/principal#listar/2266/ovas/stream/1
782,Onigiri,"Sobrenatural, RPG",07/04/2016,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/801_thumb2.jpg,https://punchsubs.net/principal#listar/801/episodios/stream/1
783,Onihei,"Histórico, Seinen",22/12/2016,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/2010_thumb2.jpg,https://punchsubs.net/principal#listar/2010/episodios/stream/1
784,Onii-chan no Koto Nanka Zenzen Suki Janain Dakara ne!!,"Ecchi, Manga, Pantsu, Seinen, Comédia",30/03/2011,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/95_thumb2.jpg,https://punchsubs.net/principal#listar/95/episodios/stream/1
785,Onsen Yousei Hakone-chan,"Comédia, Seinen, Curto",04/10/2015,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/706_thumb2.jpg,https://punchsubs.net/principal#listar/706/episodios/stream/1
786,Ookami Kakushi,"Mistério, Suspense, Terror",14/04/2010,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/25_thumb2.jpg,https://punchsubs.net/principal#listar/25/episodios/stream/1
787,Ookami Shoujo to Kuro Ouji,Gênero:,04/10/2014,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/532_thumb2.jpg,https://punchsubs.net/principal#listar/532/episodios/stream/1
788,Ooyasan wa Shishunki!,"Comédia, Vida Cotidiana",10/01/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/760_thumb2.jpg,https://punchsubs.net/principal#listar/760/episodios/stream/1
789,Orange,"Drama, Romance, Escolar, Shoujo, Ficção Científica",03/07/2016,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/835_thumb2.jpg,https://punchsubs.net/principal#listar/835/episodios/stream/1
790,Ore ga Ojou-sama Gakkou ni Shomin Sample Toshite Gets-sareta Ken,"Comédia, Ecchi, Harém, Romance, Escolar",09/10/2015,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/718_thumb2.jpg,https://punchsubs.net/principal#listar/718/episodios/stream/1
791,Ore Monogatari!!,"Comédia, Romance, Escolar, Shoujo",08/04/2015,24,24,Completo,https://punchsubs.net/imagens/projetos/animes/628_thumb2.jpg,https://punchsubs.net/principal#listar/628/episodios/stream/1
792,Ore no Imouto ga Konna ni Kawaii Wake ga Nai,"Comédia, Novel, Shounen",21/12/2010,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/71_thumb2.jpg,https://punchsubs.net/principal#listar/71/episodios/stream/1
793,Ore no Imouto ga Konna ni Kawaii Wake ga Nai. - 2ª Temporada,"Comédia, Novel, Shounen",03/06/2013,13,13,Nota: Segunda temporada,https://punchsubs.net/imagens/projetos/animes/298_thumb2.jpg,https://punchsubs.net/principal#listar/298/episodios/stream/1
794,Ore no Kanojo to Osananajimi ga Shuraba Sugiru,Novel,30/03/2013,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/265_thumb2.jpg,https://punchsubs.net/principal#listar/265/episodios/stream/1
